City ID,City Name,Country,City Latitude,City Longitude,City Temperature,City Max Temperature,City Humidity,City Cloudiness,City Wind Speed
3471451,Arraial do Cabo,BR,-22.9661,-42.0278,75.2,75.2,78,75,8.05
1484943,Zverinogolovskoye,RU,54.4586,64.8542,47.35,47.35,50,16,7.85
2015306,Tiksi,RU,71.6872,128.8694,15.91,15.91,96,45,7.23
1852357,Shimoda,JP,34.6667,138.95,63.0,66.99,71,100,7.0
878141,Madimba,TZ,-10.4,40.3333,77.74,77.74,87,21,7.65
6170031,Tuktoyaktuk,CA,69.4541,-133.0374,15.8,15.8,73,20,11.5
1516048,Khovd,MN,48.0056,91.6419,60.49,60.49,28,17,6.08
5697939,North Platte,US,41.1239,-100.7654,63.66,64.0,39,1,18.41
2155415,New Norfolk,AU,-42.7826,147.0587,52.09,54.0,91,29,1.28
2311127,Tshela,CD,-4.9833,12.9333,81.25,81.25,89,56,2.39
935215,Saint-Philippe,RE,-21.3585,55.7679,71.35,75.2,83,0,4.61
3587498,Acajutla,SV,13.5928,-89.8275,78.8,78.8,73,20,2.3
1082243,Ambilobe,MG,-13.2,49.05,77.14,77.14,85,19,1.12
986717,Kruisfontein,ZA,-34.0033,24.7314,55.99,55.99,93,100,1.01
453850,Zilupe,LV,56.3862,28.1217,49.6,49.6,71,100,3.76
2084442,Vanimo,PG,-2.6741,141.3028,78.31,78.31,87,99,6.42
1253237,Verāval,IN,20.9,70.3667,82.29,82.29,79,98,9.78
2012530,Zhigansk,RU,66.7697,123.3711,30.54,30.54,87,100,4.68
10722858,Forsytheganj,BY,52.6333,29.7333,52.39,52.39,63,100,10.56
3354077,Opuwo,NA,-18.0607,13.84,83.41,83.41,29,17,13.96
1507679,Chulym,RU,55.0997,80.9572,51.44,51.44,84,100,14.83
2355404,Solenzo,BF,12.1833,-4.0833,104.36,104.36,15,55,10.42
2122614,Okha,RU,53.5739,142.9478,25.61,25.61,93,64,6.49
2303611,Esim,GH,4.8699,-2.2405,84.04,84.04,72,100,9.1
1510377,Belyy Yar,RU,53.6039,91.3903,53.6,53.6,40,0,6.71
2400547,Gamba,GA,-2.65,10.0,82.26,82.26,77,54,6.31
3981432,Todos Santos,MX,23.45,-110.2167,70.0,70.0,57,0,1.01
1490256,Talnakh,RU,69.4865,88.3972,29.86,29.86,99,100,3.0
4723422,Rockport,US,28.0206,-97.0544,76.87,78.8,88,90,14.97
3855075,General Pico,AR,-35.6566,-63.7568,70.47,70.47,58,0,16.13
1282256,Hithadhoo,MV,-0.6,73.0833,84.0,84.0,68,35,7.83
3125287,Cervo,ES,43.6702,-7.4101,55.0,55.0,65,100,13.0
3985710,Cabo San Lucas,MX,22.8909,-109.9124,72.37,77.0,55,1,3.44
3453741,Pinheiro Machado,BR,-31.5783,-53.3811,70.0,70.0,52,0,2.48
2191562,Dunedin,NZ,-45.8742,170.5036,53.01,53.01,87,100,5.7
523392,Naryan-Mar,RU,67.6713,53.087,28.31,28.31,80,52,7.49
2701713,Karlskrona,SE,56.1616,15.5866,50.0,50.0,62,0,13.8
6160362,Swan River,CA,52.1058,-101.2676,37.4,37.4,48,39,9.22
1268814,Joshīmath,IN,30.5667,79.5667,58.03,58.03,69,99,6.8
5808079,Redmond,US,47.674,-122.1215,53.42,55.99,88,100,1.61
2206939,Bluff,NZ,-46.6,168.3333,51.01,51.01,96,100,3.0
2165478,Gladstone,AU,-23.85,151.25,69.8,69.8,73,88,5.75
567047,Darovskoy,RU,58.77,47.9564,37.65,37.65,58,79,4.05
5780557,Riverton,US,40.5219,-111.9391,57.92,61.0,58,1,3.44
777019,Vardø,NO,70.3705,31.1107,28.4,28.4,93,90,17.27
3418910,Upernavik,GL,72.7868,-56.1549,31.96,31.96,64,37,3.98
4036284,Alofi,NU,-19.0595,-169.9187,75.2,75.2,100,100,2.84
6089245,Norman Wells,CA,65.282,-126.8329,28.4,28.4,59,75,13.8
1235846,Matara,LK,5.9485,80.5353,79.07,79.07,87,91,6.15
370737,Malakal,SS,9.5334,31.6605,80.69,80.69,57,100,1.59
2439812,Say,NE,13.1007,2.3689,109.4,109.4,8,20,6.91
1495626,Pangody,RU,65.85,74.4859,31.28,31.28,92,100,10.54
931865,Balaka,MW,-14.9793,34.9558,70.47,70.47,89,11,3.15
4035715,Avarua,CK,-21.2078,-159.775,78.8,78.8,89,40,6.91
1328421,Pathein,MM,16.7833,94.7333,81.32,81.32,75,58,5.1
5367929,Long Beach,US,33.767,-118.1892,68.54,71.01,72,1,0.58
2112802,Hasaki,JP,35.7333,140.8333,64.15,64.4,100,75,13.8
3465373,Correntina,BR,-13.3433,-44.6367,88.43,88.43,39,66,5.93
1786538,Yining,CN,29.0361,114.5636,62.64,62.64,88,0,3.83
3893726,Constitución,CL,-35.3333,-72.4167,64.58,64.58,54,92,3.74
1277008,Barela,IN,23.1,80.05,94.21,94.21,7,3,3.04
3372707,Ribeira Grande,PT,38.5167,-28.7,64.4,64.4,52,40,10.36
3079174,Bochov,CZ,50.1487,13.0523,54.52,55.4,47,40,9.22
5711847,Astoria,US,46.1879,-123.8313,51.17,52.0,93,90,2.42
5742974,North Bend,US,43.4065,-124.2243,48.94,50.0,93,90,3.44
1784554,Zhicheng,CN,30.2956,111.5047,70.0,70.0,72,0,6.11
1586443,Ca Mau,VN,9.1769,105.15,81.46,81.46,78,86,5.99
4946620,Palmer,US,42.1584,-72.3287,59.2,62.01,94,90,5.61
265711,Adamantas,GR,36.7333,24.4333,71.6,71.6,49,40,2.3
2063042,Port Hedland,AU,-20.3167,118.5667,71.6,71.6,73,0,3.44
1626542,Sorong,ID,-0.8833,131.25,78.17,78.17,86,100,4.92
4034551,Faanui,PF,-16.4833,-151.75,81.41,81.41,70,55,7.27
5359864,Isla Vista,US,34.4133,-119.861,62.56,73.99,72,1,3.44
3407882,Altamira,BR,-3.2033,-52.2064,86.0,86.0,74,75,4.61
2038067,Chifeng,CN,42.2683,118.9636,38.66,38.66,24,2,2.75
2301217,Ejura,GH,7.3856,-1.3562,95.2,95.2,37,79,7.96
4033543,Teahupoo,PF,-17.8333,-149.2667,75.2,75.2,88,0,4.61
2643490,Lowestoft,GB,52.4752,1.7516,50.7,52.0,55,7,5.01
779554,Honningsvåg,NO,70.9821,25.9704,32.0,32.0,86,75,18.41
153423,Mlalo,TZ,-4.9333,38.9333,74.55,74.55,92,47,6.08
3520994,Puerto Escondido,MX,15.85,-97.0667,84.2,84.2,79,40,6.91
2017155,Saskylakh,RU,71.9167,114.0833,32.54,32.54,90,100,15.35
1637001,Biak,ID,-0.9131,122.8766,77.0,77.0,79,96,1.95
2023584,Imeni Poliny Osipenko,RU,52.4201,136.4853,30.51,30.51,97,100,14.43
2020838,Lensk,RU,60.7253,114.9278,25.18,25.18,93,100,3.94
3533462,Acapulco de Juárez,MX,16.8634,-99.8901,82.4,82.4,69,40,6.91
3840300,Presidencia Roque Sáenz Peña,AR,-26.7852,-60.4388,71.01,71.01,53,0,1.99
3380290,Sinnamary,GF,5.3833,-52.95,80.44,80.44,75,91,5.64
2108857,Gizo Government Station,SB,-8.103,156.8419,81.61,81.61,72,87,4.21
2163355,Hobart,AU,-42.8794,147.3294,53.55,54.0,94,90,1.14
1648186,Bontang,ID,0.1333,117.5,81.7,81.7,75,70,5.19
1804430,Lanzhou,CN,36.0564,103.7922,57.2,57.2,35,25,4.47
5746545,Portland,US,45.5234,-122.6762,56.28,59.0,76,75,1.01
3424607,Tasiilaq,GL,65.6145,-37.6368,32.0,32.0,93,90,4.61
3470709,Barra do Garças,BR,-15.89,-52.2567,86.0,86.0,30,0,11.5
3374210,São Filipe,CV,14.8961,-24.4956,72.55,72.55,78,59,9.64
4513583,Hamilton,US,39.1834,-84.5333,67.44,68.0,88,90,12.66
2377457,Nouadhibou,MR,20.931,-17.0347,73.4,73.4,68,0,20.71
2281120,Tabou,CI,4.423,-7.3528,84.24,84.24,70,100,8.32
1582886,Kwang Binh,VN,17.4833,106.6,72.0,72.0,86,100,3.02
1709108,Katubao,PH,5.8892,124.8294,80.62,80.62,82,78,1.54
5882953,Aklavik,CA,68.2191,-135.0107,23.85,24.8,58,89,9.22
3358416,Bethanien,NA,-26.502,17.1583,66.04,66.04,37,84,16.33
2121385,Severo-Kuril'sk,RU,50.6789,156.125,34.65,34.65,89,83,7.23
2016910,Severobaykal'sk,RU,55.65,109.3167,22.08,22.08,76,5,5.86
3577430,Road Town,VG,18.4167,-64.6167,83.46,84.2,65,40,11.5
1510689,Baykit,RU,61.67,96.37,30.4,30.4,94,90,3.36
1735634,Kuching,MY,1.55,110.3333,77.0,77.0,100,40,3.6
1714733,Dingle,PH,10.9995,122.6711,78.35,78.35,77,58,2.64
1797417,Qiyang,CN,26.5911,111.8474,65.44,65.44,75,0,4.03
7671223,Kloulklubed,PW,7.0419,134.2556,77.0,77.0,94,75,3.44
342567,Bedelē,ET,8.456,36.353,58.62,58.62,89,91,3.2
1255816,Sompeta,IN,18.9333,84.6,80.42,80.42,76,88,11.05
2516507,Huéscar,ES,37.811,-2.5412,63.03,64.99,48,97,4.0
5392171,San Jose,US,37.3394,-121.895,62.64,66.99,62,75,0.96
1214488,Meulaboh,ID,4.1363,96.1285,78.62,78.62,86,100,3.94
2167426,Emerald,AU,-23.5333,148.1667,64.8,66.2,77,75,5.75
3839307,Rawson,AR,-43.3002,-65.1023,67.03,67.03,53,100,4.16
3391889,Pitimbu,BR,-7.4706,-34.8086,82.4,82.4,78,75,12.66
580584,Askarovo,RU,53.3372,58.5089,48.2,48.2,37,75,13.42
3413604,Eyrarbakki,IS,63.863,-21.1481,42.69,44.6,65,75,3.44
3395458,Maragogi,BR,-9.0122,-35.2225,83.46,83.46,69,65,13.29
6453316,Tromsø,NO,69.6496,18.957,32.52,33.01,93,90,9.22
5795906,Graham,US,47.0529,-122.2943,54.32,55.4,82,1,1.66
1649150,Bengkulu,ID,-3.8004,102.2655,76.91,76.91,89,94,3.74
1280037,Shache,CN,38.4167,77.2406,73.89,73.89,8,70,8.03
2208248,Kaitangata,NZ,-46.2817,169.8464,57.0,57.0,81,100,4.0
3662761,Porto Walter,BR,-8.2686,-72.7439,75.72,75.72,71,100,4.18
3355672,Lüderitz,NA,-26.6481,15.1594,65.44,65.44,51,0,29.1
2022317,Khor,RU,47.8861,134.9464,42.78,42.78,40,62,6.71
2132606,Samarai,PG,-10.6167,150.6667,79.3,79.3,78,65,6.46
5110365,Broome,US,42.2506,-75.833,59.86,61.0,94,90,4.61
5866583,Saint Paul Harbor,US,57.79,-152.4072,37.4,37.4,87,90,5.75
1785036,Zhangye,CN,38.9342,100.4517,62.24,62.24,21,18,5.5
655808,Joensuu,FI,62.6012,29.7632,41.0,41.0,36,0,10.36
1181065,Chitral,PK,35.8462,71.7858,63.03,63.03,47,30,2.8
2137773,Vao,NC,-22.6667,167.4833,72.77,72.77,67,25,15.9
712339,Bereznehuvate,UA,47.3078,32.8499,60.33,60.33,60,30,6.53
3144733,Nesbyen,NO,60.5681,9.1027,35.11,36.0,47,98,3.65
3421193,Paamiut,GL,61.994,-49.6678,37.42,37.42,81,20,3.2
6053446,Lewisporte,CA,49.2499,-55.0482,44.96,46.4,65,90,12.66
1510842,Barsovo,RU,61.1667,73.1667,41.0,41.0,100,40,11.18
1786676,Yima,CN,34.7381,111.8839,62.17,62.17,39,1,1.07
3894426,Coyhaique,CL,-45.5752,-72.0662,55.4,55.4,82,75,8.05
2264557,Ponta do Sol,PT,32.6667,-17.1,58.98,64.99,74,62,7.0
6096551,Pangnirtung,CA,66.1451,-65.7125,30.2,30.2,86,90,3.44
2068655,Katherine,AU,-14.4667,132.2667,71.6,71.6,83,40,5.75
3137469,Sørland,NO,67.667,12.6934,37.4,37.4,75,75,23.02
1633070,Palembang,ID,-2.9167,104.7458,75.25,75.25,93,100,3.6
3601402,Savannah Bight,HN,16.45,-85.85,85.59,86.0,62,0,19.35
137268,Sūsangerd,IR,31.5608,48.1831,95.0,95.0,13,0,6.91
2775636,Hollabrunn,AT,48.55,16.0833,61.61,63.0,80,79,1.99
4034438,Haapiti,PF,-17.5667,-149.8667,75.2,75.2,88,0,4.61
3412093,Vestmannaeyjar,IS,63.4427,-20.2734,42.8,42.8,87,90,5.75
1529484,Kumul,CN,42.8,93.45,74.64,74.64,14,11,6.69
5894033,Barraute,CA,48.4335,-77.6328,62.78,63.0,29,20,8.05
4726521,San Patricio,US,28.017,-97.5169,78.04,79.0,88,90,10.36
513898,Otradnoye,RU,59.7775,30.8181,44.51,46.0,33,20,6.71
1640902,Kawalu,ID,-7.3817,108.2082,73.26,73.26,92,100,1.12
2122783,Katangli,RU,51.7102,143.2326,29.77,29.77,87,100,7.45
608270,Shubarshi,KZ,48.5872,57.1869,52.05,52.05,45,79,7.72
1505187,Kaa-Khem,RU,51.6833,94.7333,48.67,48.67,49,98,4.97
3838583,Rosario,AR,-32.9468,-60.6393,71.35,73.0,52,0,12.66
1788852,Xining,CN,36.6167,101.7667,52.88,52.88,27,2,2.93
575521,Bogorodskoye,RU,56.55,37.8833,44.42,44.42,67,84,6.31
1803936,Wuwei,CN,37.9281,102.6414,61.32,61.32,22,30,10.56
2120047,Ust'-Omchug,RU,61.15,149.6333,15.6,15.6,98,77,2.28
4031742,Egvekinot,RU,66.3167,-179.1667,9.12,9.12,89,19,7.85
4221552,Savannah,US,32.0835,-81.0998,80.92,84.0,61,1,11.5
4845585,Westport,US,41.1415,-73.3579,56.59,60.01,94,90,6.91
3408368,Acaraú,BR,-2.8856,-40.12,83.91,83.91,71,100,10.76
2542997,Marrakesh,MA,31.6315,-8.0083,77.0,77.0,36,75,8.05
4465088,Elizabeth City,US,36.2946,-76.2511,78.96,81.0,61,1,17.27
1267390,Kavaratti,IN,10.5669,72.642,85.28,85.28,71,44,6.35
244878,Biltine,TD,14.5333,20.9167,101.19,101.19,6,6,11.3
4174715,Tallahassee,US,30.4383,-84.2807,81.41,82.99,65,40,9.22
5972291,Havre-St-Pierre,CA,50.2334,-63.5986,46.4,46.4,76,87,10.36
3359638,Walvis Bay,NA,-22.9575,14.5053,68.11,71.6,49,0,12.66
1523741,Esik,KZ,43.3552,77.4525,71.6,71.6,33,75,4.47
2460954,Araouane,ML,18.9048,-3.5265,108.66,108.66,8,5,5.64
3437920,Itakyry,PY,-24.9333,-55.2167,73.4,73.4,46,0,6.91
3517970,Pochutla,MX,15.7432,-96.4661,86.16,88.0,54,90,19.57
3443061,Chui,UY,-33.6971,-53.4616,69.91,69.91,46,0,4.38
2176639,Batemans Bay,AU,-35.7167,150.1833,51.91,55.99,96,4,1.99
3728097,Les Cayes,HT,18.2,-73.75,85.96,85.96,52,7,8.28
3932145,Pisco,PE,-13.7,-76.2167,66.38,69.01,94,75,9.22
2255304,Sémbé,CG,1.6481,14.5806,76.78,76.78,81,92,3.13
899825,Petauke,ZM,-14.2426,31.3253,69.03,69.03,84,79,3.83
2282006,San-Pédro,CI,4.7485,-6.6363,83.52,83.52,72,100,9.06
6185377,Yellowknife,CA,62.456,-114.3525,19.63,21.0,68,20,3.44
286245,Sur,OM,22.5667,59.5289,87.84,87.84,42,84,7.29
1688696,San Policarpo,PH,12.1791,125.5072,77.27,77.27,79,91,1.97
2025241,Churapcha,RU,62.0025,132.4325,29.01,29.01,98,100,4.32
783493,Burrel,AL,41.6103,20.0089,71.6,71.6,53,40,8.05
3393692,Itarema,BR,-2.9248,-39.9167,84.22,84.22,70,100,10.58
3937516,Juli,PE,-16.2167,-69.45,45.01,45.01,62,58,6.89
2980080,Saint-François,FR,46.4154,3.9054,53.24,55.0,66,100,5.75
3382160,Cayenne,GF,4.9333,-52.3333,78.33,78.8,83,90,2.3
3423146,Ilulissat,GL,69.2167,-51.1,39.2,39.2,48,75,4.61
1817990,Anqiu,CN,36.4342,119.1925,51.69,51.69,33,0,9.31
3407762,Amapá,BR,1.0,-52.0,89.15,89.15,47,39,3.62
6111862,Port Hardy,CA,50.6996,-127.4199,48.2,48.2,93,90,12.66
4031637,Lavrentiya,RU,65.5833,-171.0,17.69,17.69,86,100,4.94
1819729,Hong Kong,HK,22.2855,114.1577,72.64,75.99,81,93,4.59
1272864,Dhārchula,IN,29.85,80.5333,63.63,63.63,66,94,7.25
3576994,Cockburn Town,TC,21.4612,-71.1419,82.4,82.4,61,40,14.97
1259411,Ponnāni,IN,10.767,75.9252,84.2,84.2,79,40,7.72
934322,Mahébourg,MU,-20.4081,57.7,75.2,75.2,94,75,11.5
3448455,São Miguel do Araguaia,BR,-13.275,-50.1628,87.28,87.28,52,79,5.12
1626703,Soe,ID,-9.8607,124.284,65.25,65.25,95,45,3.6
2173125,Burnie,AU,-41.0667,145.9167,54.0,54.0,92,95,1.01
57000,Hobyo,SO,5.3505,48.5268,85.57,85.57,67,76,13.47
638936,Rovaniemi,FI,66.5,25.7167,35.6,35.6,44,0,9.22
2414079,Yomou,GN,7.5603,-9.2653,91.87,91.87,42,88,3.51
3670218,San Andrés,CO,12.5847,-81.7006,86.0,86.0,66,20,10.36
6089404,North Battleford,CA,52.7834,-108.2847,37.4,37.4,65,75,6.91
1272140,Dwārka,IN,22.2394,68.9678,82.85,82.85,75,100,11.21
933726,Hukuntsi,BW,-24.0,21.75,72.79,72.79,46,99,9.75
2181625,Te Anau,NZ,-45.4167,167.7167,51.03,51.03,95,100,5.79
4021858,Guerrero Negro,MX,27.9769,-114.0611,66.2,66.2,60,0,8.81
4944903,Nantucket,US,41.2835,-70.0995,50.02,51.8,93,20,4.61
6113406,Prince Rupert,CA,54.3161,-130.3201,49.46,50.0,87,90,16.11
